ClubName,ClubType,Level,UpgradeCost,UpgradeCards,Power,Accuracy,TopSpin,BackSpin,Curl,BallGuide,Distance,DistanceTS,Score,ClubKey,TotalCards,TotalCost
Down-in-One,Wedge,7,22000,200,44,100,89,47,84,1.5,0,0,65.39,37,384,71900
Down-in-One,Wedge,8,28000,400,44,100,100,64,94,1.5,0,0,66.93,37,784,99900
Down-in-One,Wedge,9,125000,1000,45,100,100,100,100,1.5,0,0,67.43,37,1784,224900
Skewer,Wedge,1,0,0,36,25,25,40,26,2,0,0,25.61,38,0,0
Skewer,Wedge,2,9200,4,36,29,25,49,26,2.4,0,0,31.67,38,4,9200
Skewer,Wedge,3,13000,10,38,29,25,54,26,2.7,0,0,35.93,38,14,22200
Skewer,Wedge,4,17000,20,38,41,32,54,43,2.7,0,0,42.07,38,34,39200
Skewer,Wedge,5,22000,50,39,41,32,68,43,3,0,0,45.82,38,84,61200
Skewer,Wedge,6,28000,100,39,50,39,68,70,3,0,0,50.67,38,184,89200
Skewer,Wedge,7,35000,200,40,50,39,77,70,3.4,0,0,55.52,38,384,124200
Skewer,Wedge,8,43000,400,42,58,39,77,79,3.4,0,0,59.96,38,784,167200
Skewer,Wedge,9,52000,1000,42,58,62,87,79,3.5,0,0,64.26,38,1784,219200
Skewer,Wedge,10,62000,2000,42,71,62,87,88,3.8,0,0,73.11,38,3784,281200
Endbringer,Wedge,1,0,0,39,70,30,20,17,3.6,0,0,64.53,39,0,0
Endbringer,Wedge,2,22000,4,41,70,30,25,45,3.6,0,0,65.53,39,4,22000
Endbringer,Wedge,3,28000,10,41,79,38,25,45,4,0,0,74.86,39,14,50000
Endbringer,Wedge,4,35000,20,43,79,38,36,56,4,0,0,75.86,39,34,85000
Endbringer,Wedge,5,43000,50,43,95,56,36,56,4.2,0,0,87.43,39,84,128000
Endbringer,Wedge,6,52000,100,44,95,56,54,79,4.2,0,0,87.93,39,184,180000
Endbringer,Wedge,7,62000,200,44,100,85,54,100,4.2,0,0,94.14,39,384,242000
Endbringer,Wedge,8,750000,400,44,100,100,65,100,4.3,0,0,97.33,39,784,992000
Rapier,Wedge,1,0,0,38,45,49,60,50,2.7,0,0,46.17,40,0,0
Rapier,Wedge,2,55000,4,38,54,71,60,50,2.8,0,0,54.2,40,4,55000
Rapier,Wedge,3,70000,10,38,58,71,70,50,3.2,0,0,60.27,40,14,125000
Rapier,Wedge,4,87500,20,38,58,87,75,79,3.2,0,0,62.51,40,34,212500
Rapier,Wedge,5,107500,50,40,63,87,75,79,3.6,0,0,70,40,84,320000
Rapier,Wedge,6,130000,100,40,72,95,91,79,3.6,0,0,74.99,40,184,450000
Rapier,Wedge,7,155000,200,42,87,95,91,79,3.7,0,0,83.52,40,384,605000
Rapier,Wedge,8,182500,400,42,87,100,100,79,4.2,0,0,89.65,40,784,787500
Rapier,Wedge,9,500000,1000,42,95,100,100,100,4.2,0,0,93.09,40,1784,1287500
Beginner Rough Iron,RoughIron,1,0,0,60,10,0,0,5,1.7,0,0,7.42,41,0,0
Roughcutter,RoughIron,1,0,0,75,70,0,0,15,1.3,0,0,28.57,42,0,0
Roughcutter,RoughIron,2,100,4,78,70,11,0,15,1.9,0,0,34.82,42,4,100
Roughcutter,RoughIron,3,340,10,78,84,11,0,36,2,0,0,40.01,42,14,440
Roughcutter,RoughIron,4,800,20,88,84,16,0,36,2.4,0,0,47.46,42,34,1240
Roughcutter,RoughIron,5,1600,50,88,100,16,6,51,2.4,0,0,52.57,42,84,2840
Roughcutter,RoughIron,6,2700,100,92,100,34,6,51,2.8,0,0,58.69,42,184,5540
Roughcutter,RoughIron,7,4300,200,92,100,34,20,59,3.4,0,0,63.18,42,384,9840
Roughcutter,RoughIron,8,6400,400,103,100,47,20,59,3.6,0,0,70.6,42,784,16240
Roughcutter,RoughIron,9,25000,1000,112,100,65,30,70,3.6,0,0,76.99,42,1784,41240
Junglist,RoughIron,1,0,0,97,20,60,30,60,2,0,0,36.97,43,0,0
Junglist,RoughIron,2,340,4,107,20,60,30,67,2.4,0,0,44.13,43,4,340
Junglist,RoughIron,3,800,10,107,35,60,36,90,2.4,0,0,49.2,43,14,1140
Junglist,RoughIron,4,1600,20,111,35,60,50,90,3,0,0,55.22,43,34,2740
Junglist,RoughIron,5,2700,50,111,35,79,57,100,3,0,0,57.63,43,84,5440
Junglist,RoughIron,6,4300,100,123,44,79,57,100,3.4,0,0,67.98,43,184,9740
Junglist,RoughIron,7,6400,200,123,71,79,72,100,3.7,0,0,77.91,43,384,16140
Junglist,RoughIron,8,100000,400,124,80,100,95,100,3.8,0,0,84.3,43,784,116140
Machette,RoughIron,1,0,0,82,20,0,50,10,1,0,0,17.08,44,0,0
Machette,RoughIron,2,1600,4,82,20,10,56,10,1.5,0,0,21.45,44,4,1600
Machette,RoughIron,3,2700,10,85,40,10,56,23,1.5,0,0,28.76,44,14,4300
Machette,RoughIron,4,4300,20,85,53,10,72,23,1.7,0,0,34.16,44,34,8600
Machette,RoughIron,5,6400,50,91,60,10,72,23,2.2,0,0,41.96,44,84,15000
Machette,RoughIron,6,9200,100,91,60,21,78,43,2.2,0,0,43.84,44,184,24200
Machette,RoughIron,7,13000,200,98,80,21,84,43,2.2,0,0,52.7,44,384,37200
Machette,RoughIron,8,17000,400,98,80,36,84,57,2.4,0,0,55.89,44,784,54200
Machette,RoughIron,9,22000,1000,101,94,36,100,57,2.4,0,0,61.61,44,1784,76200
Machette,RoughIron,10,28000,2000,101,94,42,100,71,2.9,0,0,65.83,44,3784,104200
Off Roader,RoughIron,1,0,0,108,40,30,45,30,2.9,0,0,49.71,45,0,0
Off Roader,RoughIron,2,4300,4,111,40,47,45,30,3.2,0,0,54.65,45,4,4300
Off Roader,RoughIron,3,6400,10,111,63,47,58,30,3.4,0,0,62.75,45,14,10700
Off Roader,RoughIron,4,9200,20,115,79,47,58,54,3.4,0,0,69.71,45,34,19900
Off Roader,RoughIron,5,13000,50,127,79,47,72,54,3.6,0,0,76.69,45,84,32900
Off Roader,RoughIron,6,17000,100,131,96,47,72,54,4.3,0,0,87.68,45,184,49900
Off Roader,RoughIron,7,22000,200,131,96,68,87,54,4.5,0,0,91.51,45,384,71900
Off Roader,RoughIron,8,250000,400,133,98,85,90,65,4.6,0,0,95.71,45,784,321900
Razor,RoughIron,1,0,0,97,100,0,10,0,3.1,0,0,58,46,0,0
Razor,RoughIron,2,9200,4,104,100,0,28,0,3.3,0,0,62.89,46,4,9200
Razor,RoughIron,3,13000,10,104,100,11,28,7,3.8,0,0,67.4,46,14,22200
Razor,RoughIron,4,17000,20,107,100,11,40,29,3.8,0,0,69.74,46,34,39200
Razor,RoughIron,5,22000,50,107,100,28,46,44,3.8,0,0,72.07,46,84,61200
Razor,RoughIron,6,28000,100,111,100,28,66,44,4.2,0,0,76.98,46,184,89200
Razor,RoughIron,7,35000,200,121,100,34,66,60,4.2,0,0,82.46,46,384,124200
Razor,RoughIron,8,43000,400,129,100,53,73,60,4.2,0,0,88.09,46,784,167200
Razor,RoughIron,9,250000,1000,131,100,55,85,70,4.2,0,0,89.83,46,1784,417200
Amazon,RoughIron,1,0,0,121,25,75,60,64,1,0,0,45.06,47,0,0
Amazon,RoughIron,2,22000,4,131,25,86,60,64,1.2,0,0,51.84,47,4,22000
Amazon,RoughIron,3,28000,10,135,40,86,79,64,1.2,0,0,58.37,47,14,50000
Amazon,RoughIron,4,35000,20,135,40,92,79,80,1.8,0,0,63.28,47,34,85000
Amazon,RoughIron,5,43000,50,135,65,100,86,80,1.8,0,0,71.29,47,84,128000
Amazon,RoughIron,6,52000,100,135,74,100,100,80,2.2,0,0,76.79,47,184,180000
Amazon,RoughIron,7,62000,200,135,92,100,100,100,2.5,0,0,84.34,47,384,242000
Amazon,RoughIron,8,750000,400,135,100,100,100,100,3,0,0,89.78,47,784,992000
Nirvana,RoughIron,1,0,0,112,60,20,20,40,2.9,0,0,55.62,48,0,0
Nirvana,RoughIron,2,55000,4,112,60,36,20,40,3.3,0,0,59.77,48,4,55000
Nirvana,RoughIron,3,70000,10,112,74,36,38,40,3.5,0,0,65.51,48,14,125000
Nirvana,RoughIron,4,87500,20,123,74,42,38,55,3.5,0,0,71.4,48,34,212500
Nirvana,RoughIron,5,107500,50,123,97,42,44,55,3.9,0,0,80.58,48,84,320000
Nirvana,RoughIron,6,130000,100,129,97,59,44,62,3.9,0,0,85.13,48,184,450000
Nirvana,RoughIron,7,155000,200,129,100,59,58,62,4.5,0,0,90.22,48,384,605000
Nirvana,RoughIron,8,182500,400,135,100,59,65,87,4.5,0,0,93.82,48,784,787500
Nirvana,RoughIron,9,500000,1000,135,100,60,70,98,4.5,0,0,94.4,48,1784,1287500
Beginner Sand Wedge,SandWedge,1,0,0,40,10,0,0,0,1.7,0,0,5.78,49,0,0
Castaway,SandWedge,1,0,0,84,25,15,65,35,2,0,0,38.51,50,0,0
Castaway,SandWedge,2,100,4,84,39,21,65,35,2.6,0,0,45.27,50,4,100
Castaway,SandWedge,3,340,10,95,39,21,65,51,2.8,0,0,52.33,50,14,440
Castaway,SandWedge,4,800,20,95,47,39,78,51,2.8,0,0,56.74,50,34,1240
Castaway,SandWedge,5,1600,50,103,47,39,78,78,3,0,0,62.63,50,84,2840
Castaway,SandWedge,6,2700,100,103,47,52,78,88,3.6,0,0,67.73,50,184,5540
Castaway,SandWedge,7,4300,200,108,66,52,100,88,3.6,0,0,75.13,50,384,9840
Castaway,SandWedge,8,50000,400,116,68,75,100,93,4,0,0,84.61,50,784,59840
Desert Storm,SandWedge,1,0,0,64,0,50,0,20,1,0,0,18.6,51,0,0
Desert Storm,SandWedge,2,340,4,73,0,60,6,20,1,0,0,24.6,51,4,340
Desert Storm,SandWedge,3,800,10,73,20,60,17,20,1.2,0,0,30.23,51,14,1140
Desert Storm,SandWedge,4,1600,20,80,20,76,17,27,1.2,0,0,35.86,51,34,2740
Desert Storm,SandWedge,5,2700,50,80,33,76,22,27,1.7,0,0,41.41,51,84,5440
Desert Storm,SandWedge,6,4300,100,80,33,81,34,49,1.7,0,0,43.27,51,184,9740
Desert Storm,SandWedge,7,6400,200,80,40,81,51,49,2,0,0,47.15,51,384,16140
Desert Storm,SandWedge,8,9200,400,90,40,86,51,64,2,0,0,53.2,51,784,25340
Desert Storm,SandWedge,9,13000,1000,90,54,100,51,64,2.2,0,0,58.76,51,1784,38340
Desert Storm,SandWedge,10,17000,2000,96,54,100,51,71,2.7,0,0,64.67,51,3784,55340
Malibu,SandWedge,1,0,0,84,60,0,0,10,2.9,0,0,44.57,52,0,0
Malibu,SandWedge,2,1600,4,84,81,11,0,10,3.1,0,0,51.17,52,4,1600
Malibu,SandWedge,3,2700,10,94,81,11,12,18,3.1,0,0,57.01,52,14,4300
Malibu,SandWedge,4,4300,20,94,88,11,12,41,3.5,0,0,61.26,52,34,8600
Malibu,SandWedge,5,6400,50,101,88,28,18,41,3.5,0,0,67.1,52,84,15000
Malibu,SandWedge,6,9200,100,101,96,28,31,41,4,0,0,72.06,52,184,24200
Malibu,SandWedge,7,13000,200,109,96,28,52,50,4,0,0,77.38,52,384,37200
Malibu,SandWedge,8,17000,400,109,100,28,52,76,4.5,0,0,81.66,52,784,54200
Malibu,SandWedge,9,75000,1000,109,100,30,60,80,4.5,0,0,82.42,52,1784,129200
Sahara,SandWedge,1,0,0,96,15,70,42,60,2.3,0,0,50.33,53,0,0
Sahara,SandWedge,2,4300,4,96,15,81,42,83,2.5,0,0,53.42,53,4,4300
Sahara,SandWedge,3,6400,10,107,15,81,42,92,2.9,0,0,61.35,53,14,10700
Sahara,SandWedge,4,9200,20,107,31,81,64,92,3.1,0,0,66.73,53,34,19900
Sahara,SandWedge,5,13000,50,115,31,100,64,92,3.3,0,0,74.09,53,84,32900
Sahara,SandWedge,6,17000,100,115,57,100,77,92,3.5,0,0,81.02,53,184,49900
Sahara,SandWedge,7,22000,200,120,57,100,77,100,4.2,0,0,87.55,53,384,71900
Sahara,SandWedge,8,250000,400,120,75,100,82,100,4.5,0,0,93.02,53,784,321900
Sand Lizard,SandWedge,1,0,0,68,70,20,18,0,1.5,0,0,34,54,0,0
Sand Lizard,SandWedge,2,9200,4,68,70,35,18,14,1.7,0,0,37.3,54,4,9200
Sand Lizard,SandWedge,3,13000,10,74,90,40,18,14,1.7,0,0,44.9,54,14,22200
Sand Lizard,SandWedge,4,17000,20,74,90,51,24,14,2.2,0,0,49.23,54,34,39200
Sand Lizard,SandWedge,5,22000,50,80,97,51,24,22,2.2,0,0,53.87,54,84,61200
Sand Lizard,SandWedge,6,28000,100,91,97,51,29,36,2.5,0,0,61.66,54,184,89200
Sand Lizard,SandWedge,7,35000,200,91,97,66,41,36,2.7,0,0,65.14,54,384,124200
Sand Lizard,SandWedge,8,43000,400,100,97,66,47,51,2.7,0,0,70.39,54,784,167200
Sand Lizard,SandWedge,9,52000,1000,100,97,77,64,51,2.9,0,0,73.64,54,1784,219200
Sand Lizard,SandWedge,10,62000,2000,100,97,82,64,65,3.4,0,0,77.36,54,3784,281200
Houdini,SandWedge,1,0,0,80,10,0,100,47,2.7,0,0,37.6,55,0,0
Houdini,SandWedge,2,22000,4,80,10,16,100,62,2.8,0,0,40.51,55,4,22000
Houdini,SandWedge,3,28000,10,80,17,27,100,62,3.4,0,0,46.47,55,14,50000
Houdini,SandWedge,4,35000,20,91,24,27,100,78,3.4,0,0,53.85,55,34,85000
Houdini,SandWedge,5,43000,50,91,47,33,100,78,3.8,0,0,61.34,55,84,128000
Houdini,SandWedge,6,52000,100,91,62,39,100,100,3.8,0,0,65.72,55,184,180000
Houdini,SandWedge,7,62000,200,98,62,45,100,100,4.4,0,0,73.18,55,384,242000
Houdini,SandWedge,8,73000,400,98,79,63,100,100,4.6,0,0,79.82,55,784,315000
Houdini,SandWedge,9,375000,1000,112,90,70,100,100,4.7,0,0,90.4,55,1784,690000
Spitfire,SandWedge,1,0,0,120,50,70,0,50,2.3,0,0,66.93,56,0,0
Spitfire,SandWedge,2,55000,4,120,50,70,6,66,2.9,0,0,70.95,56,4,55000
Spitfire,SandWedge,3,70000,10,120,65,88,6,66,3.1,0,0,77.19,56,14,125000
Spitfire,SandWedge,4,87500,20,120,65,88,20,91,3.3,0,0,79.72,56,34,212500
Spitfire,SandWedge,5,107500,50,120,90,94,20,91,3.7,0,0,87.6,56,84,320000
Spitfire,SandWedge,6,130000,100,120,100,94,42,100,3.7,0,0,90.97,56,184,450000
Spitfire,SandWedge,7,155000,200,120,100,100,57,100,4.4,0,0,96.23,56,384,605000
Spitfire,SandWedge,8,1000000,400,120,100,100,65,100,4.5,0,0,97.17,56,784,1605000
